Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.6Months,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland
52.27,177.12,2,745241.5137,3,1,24,13,5,1,12.5167932487665,0,0,0,0,0,1,0,0,0,0,0
161.23,1378.92,25,128160.6065,46,0,55,13,6,1,33.9158995069089,1,0,0,0,0,0,0,0,0,0,0
42.23,333.78,14,5.7637,9,1,22,9,3,2,20.991007703018802,0,0,0,0,0,0,0,0,0,0,1
25.23,4768.56,22,288646.249,63,1,26,10,5,1,31.889175107093102,0,0,0,0,0,0,0,0,0,0,0
60.7,774.0552,13,5227778.697,72,1,90,12,7,2,28.893982893134304,0,0,1,0,0,0,0,0,0,0,0
162.53,3521.1,9,17335383.62,116,0,72,13,5,12,31.213020896735703,0,0,0,0,0,0,0,0,1,0,0
49.97,2170.3536,35,3288.1631,142,0,32,12,4,1,28.280259480149603,0,0,0,0,0,0,0,0,0,0,1
36.63,807.66,57,17591.0469,33,1,25,13,4,1,18.7813097512704,1,0,0,0,0,0,0,0,0,0,0
4.67,5046.924,160,1048012.564,244,0,56,13,6,2,16.804186422387303,0,0,0,0,0,0,0,1,0,0,0
14.63,6267.7824,97,1020.6504,420,1,58,11,1,2,35.4658870512541,0,0,1,0,0,0,0,0,0,0,0
104.93,5274.0,0,1414986.074,612,0,20,12,1,2,3.0973308176215806,0,0,0,0,0,0,0,1,0,0,0
85.07,1108.9248,0,4327937.147,13,0,35,9,2,1,39.8700283487295,0,0,1,0,0,0,0,0,0,0,0
3.27,338.22,0,2893799.543,5,1,40,10,6,2,17.1504642102914,0,0,1,0,0,0,0,0,0,0,0
59.37,3976.7784,7,264601.5156,182,0,78,12,4,1,0.6507621122875451,0,0,0,0,0,0,0,0,0,0,1
6.8,4535.34,8,7473126.807,118,0,26,11,8,1,60.8595263588769,0,0,0,0,1,0,0,0,0,0,0
4.7,4864.2,11,2543055.027,159,0,55,12,4,1,44.53354589010961,0,0,0,0,0,0,0,0,0,0,1
41.9,5133.936,7,33095591.74,53,0,52,12,4,1,38.636791579398704,0,0,0,0,0,0,1,0,0,0,0
76.13,1570.7112,6,702.9053,73,0,33,14,7,2,32.7975295716093,0,0,0,0,0,1,0,0,0,0,0
54.5,1063.248,42,1431.3408,28,0,65,16,1,2,43.87105651502421,0,0,1,0,0,0,0,0,0,0,0
5.47,1680.48,2,172211.9473,22,0,26,12,1,1,27.755285365422,0,0,0,0,1,0,0,0,0,0,0
0.2,2810.5464,32,2772.2129,73,0,42,11,12,2,38.661860830285605,0,0,0,0,0,0,1,0,0,0,0
50.7,22754.1,72,782.7549,647,1,88,13,4,1,14.2424046546891,0,0,0,0,1,0,0,0,0,0,0
81.8,1745.34,0,6983.4307,78,0,50,10,7,2,8.037959233708131,0,0,0,0,0,1,0,0,0,0,0
4.1,4014.66,15,11813558.28,113,0,66,17,4,5,40.0281767458568,0,0,0,0,0,0,1,0,0,0,0
15.73,1045.92,5,310023.6357,12,0,72,10,3,1,35.045400696882,0,0,0,0,0,0,0,0,0,0,1
6.17,263.52,7,5275.4639,10,1,84,11,7,1,18.3048711495787,0,0,0,0,0,0,0,0,0,0,1
75.4,1409.1,4,94.2988,47,0,47,13,2,6,32.099478004064395,0,0,0,0,0,0,0,0,0,0,1
3.7,355.9224,12,6944.3086,15,1,57,13,4,1,-4.6492803766692,0,0,1,0,0,0,0,0,0,0,0
46.9,567.0504,0,1032.7432,155,1,36,12,5,1,-0.712101137026899,0,0,0,0,0,1,0,0,0,0,0
54.17,2800.38,3,824.752,40,0,27,12,2,2,20.304963696405302,0,0,0,0,0,0,0,0,0,0,1
38.17,5954.4744,74,1104.9473,131,0,18,15,5,1,8.22304048065688,0,0,0,0,0,0,0,0,0,0,1
81.23,6493.86,27,573237.4248,108,0,25,11,5,1,3.4903126551746704,0,0,0,0,0,0,1,0,0,0,0
129.3,3392.9208,12,117888.5762,66,0,42,14,4,11,11.126995015291701,0,0,1,0,0,0,0,0,0,0,0
81.43,836.556,21,192.0,28,1,84,15,2,1,-12.348818977218,0,0,0,0,0,0,0,0,0,0,1
19.33,3921.0,44,15981.833,104,1,55,10,4,1,28.9645877427298,0,0,0,0,0,0,0,0,0,0,1
3.83,246.06,0,8033337.324,10,1,51,14,2,1,16.6193534710768,0,0,1,0,0,0,0,0,0,0,0
3.9,149.82,0,2305.0537,15,1,58,13,3,1,19.2323721140109,0,0,0,1,0,0,0,0,0,0,0
22.47,724.296,17,339.5527,10,1,44,11,3,1,43.360089339726,1,0,0,0,0,0,0,0,0,0,0
5.4,6575.1048,0,20744581.69,92,1,32,11,5,1,16.2449896032726,0,0,0,0,0,0,0,0,0,0,1
3.23,292.32,0,13034.1445,7,1,76,8,4,1,35.974785269757,0,0,0,0,0,0,0,0,0,1,0
14.37,12767.4864,79,1308236.473,779,1,91,13,4,2,1.86563996822613,0,0,0,0,0,0,0,0,0,0,1
11.7,5361.42,1,4149373.7660000003,405,0,36,13,3,3,13.0050291951721,0,0,0,0,0,0,0,0,0,0,1
5.83,1339.1879999999999,19,42489.2178,42,1,62,13,5,1,9.853631116423099,0,0,0,0,0,0,0,0,0,0,1
107.1,4499.64,24,890776.1983,75,0,84,12,4,2,39.8181604393557,0,0,0,0,0,0,0,0,0,0,0
