Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.Month,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,PaidAfterPaymentDate,PricePhone,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland,Previous.provider_Ben,Previous.provider_KPN,Previous.provider_T-Mobile,Previous.provider_TELE2,Previous.provider_Telfort,Previous.provider_Vodafone
16.93,8073.06,10,16627649.24,415,1,63,7,1,1,16.198215740028,3.0,70.5004207332993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.4,3108.0840000000003,28,15342.9931,105,0,26,7,3,5,19.707549317138103,0.0,253.606720149138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.47,9057.12,70,13476288.06,104,1,66,7,5,1,53.1809300476877,1.0,367.47717002680497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9.6,3789.204,66,95146.5557,172,1,46,5,3,1,20.9004442317012,2.0,117.260017373669,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
122.87,6612.4008,20,382804.5332,99,0,93,6,5,1,3.19701461081393,1.0,177.535384278377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122.33,4947.12,42,15660515.58,220,0,27,4,4,1,35.2045504396241,2.0,422.45927331137705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8.27,3863.3112,14,230.1465,263,0,34,4,4,1,37.566773370776,2.0,61.505422040343895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7.53,7290.8496,87,897415.3671,60,0,19,6,4,2,28.3872756204159,0.0,413.68717749365896,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.23,5937.06,0,98.3516,183,0,42,6,6,1,3.35693697548131,1.0,269.310393076452,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.6,4246.4448,57,200597.3955,88,0,54,10,5,2,11.2815966973465,0.0,177.320200787567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.1,792.1080000000001,5,0.5215,24,1,83,4,6,1,22.2592319567482,2.0,5.2917802486594505,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8.53,6081.516,22,1.0273,601,1,56,7,6,2,4.423262924717,2.0,20.694331889284502,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21.93,6042.7152,26,63.0967,149,1,38,8,5,1,18.2482605263951,5.0,109.406822229685,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5.0,5199.576,59,12076.6484,117,1,44,5,6,1,32.496987618324596,5.0,190.76494894839902,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.1,625.4448,2,7017161.825,6,1,68,8,4,1,10.592601768055001,3.0,259.89366719632596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.57,375.49199999999996,30,87.2539,11,1,37,5,6,1,17.5066010330901,5.0,245.12683822098998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26.13,6823.2024,10,9725620.331,112,1,29,8,8,1,27.284505551553195,2.0,145.638212200536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
58.37,1403.7120000000002,13,38616.0938,45,0,84,7,3,1,6.78024182471254,3.0,320.427319172054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.3,4097.832,18,5030090.153,5,1,39,2,4,2,19.355543338009397,2.0,72.4787171761041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
97.73,4910.22,43,138.1816,111,1,27,4,1,1,0.0470345419766147,2.0,233.857724891083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.33,520.1759999999999,21,390.208,9,1,25,2,4,1,2.70276822820679,1.0,497.302858783918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123.77,4356.84,2,13224193.42,38,0,36,6,1,1,29.012847168912803,6.0,88.7900972381838,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10.2,2397.1488,2,307292.1416,116,0,21,7,1,1,28.401905796134702,3.0,485.966705780488,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15.47,7491.0624,14,1091314.8390000002,489,0,46,4,3,1,15.172242672746101,2.0,250.523909446986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41.2,871.98,0,2051331.76,4,0,65,2,2,1,50.807231255464295,2.0,193.814649094569,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.63,636.72,2,324231.1182,18,0,78,4,1,5,33.9543083483358,1.0,222.291079536531,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.57,1077.24,0,714382.6855,22,0,66,6,1,1,27.308714199470202,0.0,431.105632560231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
69.43,761.508,0,0.1016,229,1,24,8,5,2,22.8577776237959,3.0,273.956363762098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98.87,5912.46,16,2013456.6230000001,174,0,45,6,4,1,41.7078810278425,0.0,620.767133262009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4.03,3436.14,53,448454.5781,107,0,43,3,7,4,16.6437346137443,1.0,317.697842865809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.13,3261.348,0,13584969.15,38,0,40,3,3,4,39.5702892613531,2.0,303.925707850459,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20.57,162.828,8,43513.3242,2,1,81,2,3,1,39.5494312220565,3.0,34.821951037453196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
122.97,5405.88,0,73951.0078,723,0,87,8,12,4,35.1713925551781,2.0,151.444893047844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45.2,4874.76,21,710844.2266,82,1,34,3,4,1,37.4978640220968,1.0,339.314113611721,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8.6,5466.78,119,6.1348,247,0,60,5,3,1,-2.7487731613564996,2.0,238.56765208665402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.77,5442.96,2,146024.5683,60,0,43,6,5,2,40.5231571901929,0.0,305.592109906861,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19.8,3939.0240000000003,314,25.2627,78,1,44,6,5,2,25.007240058041102,3.0,364.044444509666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.1,769.02,5,636754.415,12,1,61,8,3,1,21.463402448863302,1.0,177.069772751634,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15.7,1276.008,14,435252.5381,2,1,26,7,3,1,-17.1343082183003,3.0,204.465579989426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
122.5,338.0544,38,21.125999999999998,2,1,44,5,5,1,17.5974716494236,3.0,245.262944153274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.73,1449.5279999999998,0,10972.0264,37,0,22,4,2,1,6.37188451808892,2.0,430.886575085721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.13,28041.372000000003,181,3111037.6,144,1,98,6,3,4,4.55501713126983,3.0,172.293428809909,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
36.53,476.1288,7,1236.8262,5,1,20,9,4,1,12.9462993188928,4.0,124.558728670471,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
52.83,29.46,0,25706.25,5,0,46,8,11,1,25.7422878872826,2.0,402.76672005066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36.63,446.916,11,1102293.895,50,1,47,7,7,1,13.1636529223752,2.0,52.6761263507692,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
92.07,3334.824,16,647323.0293,197,0,20,4,3,2,40.4990508837369,1.0,326.20819851052,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.1,5659.86,7,229811.9453,151,0,42,5,4,2,41.5153958005961,4.0,284.458733744532,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.03,750.732,0,1674288.928,9,0,63,8,3,1,37.479845034233705,2.0,355.336143684807,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38.93,16998.72,39,863.1045,873,1,25,3,1,1,18.7650464383157,5.0,428.09448024573305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
93.1,5980.284000000001,9,580.9766,253,0,19,5,4,3,26.0182414993398,2.0,273.267765547279,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14.53,1347.5520000000001,10,10.3213,14,1,25,6,4,1,22.9705551934877,1.0,220.42766812482398,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
132.03,3211.0824,5,281.1289,148,0,53,8,5,1,20.8837696299032,3.0,439.824205372991,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8.03,1276.776,36,125.9131,101,1,21,4,5,1,16.5840091931217,2.0,485.46282286586404,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22.43,1735.848,0,686690.9707,3,0,45,4,3,1,53.456395520530904,0.0,359.85768511343696,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136.13,5572.98,137,17.916,197,1,40,6,10,1,-8.21204566580511,4.0,230.330781367292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.57,3728.94,152,60931.5264,54,0,74,5,3,1,59.6224216050171,1.0,538.842461731483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29.2,1168.9560000000001,0,386.6338,44,0,33,4,5,1,19.1828971102825,1.0,669.373463504849,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4.77,1743.612,4,8596182.165,10,0,21,6,3,2,25.9805257068967,0.0,516.909677673497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
141.8,2626.2,0,62764.5781,28,0,49,6,6,2,24.064704205890497,0.0,436.71789711243696,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.57,690.9384,42,122431.9521,21,1,49,7,4,1,-4.79926231154471,3.0,327.19678724744597,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91.67,2143.38,0,4776004.409,11,0,18,5,9,1,16.5508888988763,1.0,58.446200186577606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42.57,832.296,49,31.1982,34,0,61,5,3,1,24.2362946575104,1.0,380.303792303443,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71.0,1895.58,51,223510.1436,28,0,19,7,3,2,19.8544022985058,1.0,366.286518500578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.4,446.68800000000005,17,23653.7109,13,1,30,6,7,1,40.052326884939795,1.0,250.59421149352798,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77.07,4399.6272,65,75.4766,207,0,28,7,4,3,30.7505626549773,1.0,346.55413285303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
80.57,852.18,7,36694.3652,13,0,70,6,3,1,29.5717096581494,0.0,84.7364637422814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38.9,4081.2744,2,22695.707000000002,544,0,62,9,4,1,34.1662470497329,1.0,245.81174290356603,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
139.73,7393.38,32,67341.58099999999,585,0,69,6,5,5,9.96908172387655,0.0,402.864840974032,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
72.8,11381.16,66,1621804.0769999998,195,1,43,8,6,1,48.185454051993,1.0,15.2366105267765,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16.93,22144.98,40,2626969.215,857,1,58,7,12,1,24.7709850313794,2.0,337.342820802346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.83,2864.52,0,8522.4043,135,0,73,7,12,4,16.6279184732714,4.0,417.363363954664,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50.23,5837.028,0,2162778.789,456,0,98,6,1,1,33.783615172874605,1.0,623.156330507751,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25.37,7300.5168,26,67951093.38,332,0,18,5,6,3,13.9024905525053,2.0,481.671237215147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
121.27,3439.2648,34,22440958.85,52,0,55,7,3,1,34.9031720259867,1.0,223.80699587882702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.9,1260.528,5,168729.2031,61,0,20,3,4,6,14.258339953938698,0.0,351.070583345133,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35.7,8609.688,44,21161.9307,483,1,59,3,1,1,24.333261521252602,1.0,91.79890131793371,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.87,4992.3024,145,1949698.94,127,0,61,6,4,2,66.6589073663628,3.0,457.715571372649,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.83,5540.88,0,1949975.294,192,1,37,8,5,1,12.686607443043599,4.0,477.76611614371694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36.57,6472.86,16,1457.3662,757,0,63,3,5,2,13.2791710848192,0.0,473.897050724531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
56.37,5318.6592,55,355675.6787,395,1,53,9,5,1,22.512368638366603,3.0,82.51331062513191,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12.27,7344.3672,0,1758480.2140000002,16,0,68,3,8,1,29.5899388176587,0.0,393.47565309363,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4.43,3861.54,41,371358.8438,69,0,31,6,5,2,55.2125495506717,3.0,289.588354282672,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9.9,9034.6632,55,569540.8233,170,1,20,2,3,1,18.530351074511604,2.0,380.632537039907,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20.33,1174.248,24,208950.1485,20,1,61,7,5,1,14.323222638146902,3.0,85.8210375055956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
75.57,11286.636,9,481.8535,539,1,74,3,4,1,24.068756272562105,2.0,247.729147550788,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
105.6,3740.52,43,36.0,73,1,74,5,3,1,7.123242163675081,2.0,171.804015603441,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89.0,7172.94,15,2702688.5489999996,278,1,33,6,2,1,40.7656728764346,2.0,259.647277121834,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
67.3,708.804,6,1322753.892,38,1,53,5,5,1,9.63632835788211,4.0,356.862825521965,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48.27,1859.328,0,6646839.175,11,0,54,7,3,1,33.1414077979899,1.0,471.61038838090894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45.67,5900.1,90,112779.6455,445,1,22,5,4,3,4.13494799712604,3.0,310.532997424974,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
121.7,799.1064,32,107.125,7,1,66,10,2,2,21.549034794928602,2.0,340.61032996885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
71.17,1052.76,0,3056837.457,221,1,80,8,1,1,16.4380585769279,2.0,60.962200714012795,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
91.67,9096.54,14,18422093.07,487,1,23,8,4,3,18.6060459945404,2.0,43.962221279748704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
95.37,23328.9912,78,2859107.857,627,0,47,5,2,2,-6.41647650757385,0.0,442.133722211177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78.27,316.032,4,104.8828,56,1,59,4,1,1,-0.7372454540382241,3.0,473.24695466643897,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27.03,4010.46,2,1024499.979,102,1,53,6,2,1,11.098485905612199,2.0,353.92468295665606,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.07,3807.348,9,2599025.296,335,0,60,5,6,2,47.6568417224603,2.0,395.848868362425,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8.5,311.9208,5,468.0684,34,0,86,4,3,1,26.283282190132102,2.0,405.50958376846603,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
137.87,10064.82,54,1354238.3080000002,742,1,54,7,3,1,4.48412908692145,2.0,222.492120868169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37.37,1034.904,33,200690.9639,269,1,29,4,6,1,18.0347052882124,2.0,202.760344904265,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
154.4,5845.68,49,365654.5869,92,0,20,4,6,1,33.2691821706629,1.0,336.922065493253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.87,5299.02,0,1450858.823,391,0,100,7,5,2,33.7279641565381,0.0,445.93762829289705,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
139.67,5802.5424,25,28293803.79,36,0,22,3,6,1,43.753483923814,1.0,190.972766447253,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28.23,1336.3824,0,755157.4844,12,0,35,5,5,1,46.2735963056032,4.0,492.209604371875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
123.4,5007.6984,9,171480.7383,164,0,42,5,5,1,5.846963698804849,0.0,375.076629462686,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
123.4,3088.188,3,1044334.345,49,0,50,3,3,2,37.44345795976879,2.0,306.29613152662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.17,5832.1584,31,4537371.109,375,1,66,6,9,4,23.392537973081698,1.0,-65.5270242603049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
85.17,4641.48,44,415522.1689,89,1,35,6,4,2,6.71693231820101,2.0,116.919932877249,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
126.7,6318.06,9,225494.2549,1238,0,26,9,6,1,-6.0248190980281695,3.0,266.77167019411803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
119.4,9925.56,50,42038.0098,238,1,66,7,4,1,11.310023850053101,3.0,-11.412052988993,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60.1,1940.124,2,13397.5117,77,0,99,5,3,2,25.398839644172515,2.0,573.0371598594149,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
41.9,253.99200000000002,17,102.1729,22,1,21,5,5,1,23.0129632534257,1.0,183.504527717663,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.37,580.32,0,311388.7041,2,0,59,4,5,11,43.9722566019128,2.0,254.08641280603698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36.4,119.1624,11,64.0,2,1,68,7,4,1,10.256369887422,2.0,296.707612438606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
104.9,1181.22,10,343113.8818,7,0,57,7,4,1,26.763960893930896,4.0,349.00373708175596,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68.37,2054.22,3,547.8291,315,0,68,7,2,1,15.1222266509163,2.0,204.737553379633,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4.0,367.74,4,0.2998,23,0,42,2,1,1,65.7089235670488,3.0,429.299977582852,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.8,7530.5064,4,13.2812,656,1,31,8,6,1,-4.95133962586788,3.0,168.961839945388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28.37,1888.56,52,121679.9102,17,0,44,9,5,2,30.7662846970996,1.0,622.943228621856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.57,1594.38,33,18.0938,11,0,46,8,3,2,37.1786876199896,0.0,599.921602977439,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.37,3179.9424,42,88869.6904,49,0,68,5,4,1,75.69802806786609,2.0,253.194562560823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.63,608.2704,10,14937.3486,14,1,61,8,4,1,22.0852735780308,1.0,441.883374993441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78.23,3524.9688,7,31568.833,147,0,70,5,4,3,31.145750061789304,0.0,149.257078392031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
129.97,5501.52,5,366469.0478,1170,0,76,3,4,1,40.2679573656591,2.0,299.671176442106,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68.0,7082.8824,0,7587747.121,700,0,41,6,7,2,39.3718954960818,3.0,678.486154559898,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.63,854.0328,10,517720.3789,69,1,35,6,4,1,32.2706273980969,3.0,215.19445620029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55.6,380.316,31,190.6748,6,1,32,8,3,1,35.3484441848847,3.0,265.58543911553903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.13,966.78,0,45187.7549,57,1,69,7,2,1,18.2524781739114,6.0,453.94799980759905,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5.1,2318.76,22,2885566.521,54,0,36,3,5,1,38.6435864120821,0.0,286.93433503735,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5.57,5312.9136,34,462925.0332,157,1,91,8,4,1,29.6050500553841,1.0,173.25911757035598,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4.27,5163.18,90,101.5117,107,1,91,3,2,3,8.04506579883204,1.0,26.9081607091612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
79.5,2235.78,4,6.0898,119,0,44,9,3,1,28.4548492823898,1.0,234.615040791958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
89.1,3767.724,14,2889777.2569999998,55,0,53,3,3,3,41.025593945846204,0.0,250.006420364702,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13.5,863.7504,15,1989145.399,21,1,76,6,12,1,23.642771961856898,2.0,183.254254534765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22.73,3828.2472,65,1966650.7780000002,311,0,39,4,5,4,18.3252018752729,1.0,282.801004796585,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30.43,3807.0696,21,46268.8594,160,1,46,7,4,2,24.4217320127703,2.0,432.25667309830004,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
83.5,20675.7,244,571193.6367,657,1,45,6,5,1,-3.46851902437577,6.0,376.762329847219,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
16.93,40193.8056,23,980645.2842,1378,0,26,3,7,3,52.7848654888424,1.0,299.194101240269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141.07,5462.76,15,2857898.337,257,0,58,5,6,1,29.9148063376432,2.0,-46.833970488259794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.0,4122.66,137,17036.7813,143,1,35,4,5,1,-0.41375622232945397,2.0,113.318301479762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
123.4,392.98800000000006,33,114.2627,6,1,68,3,5,1,-2.5326565725809305,1.0,70.0778833485118,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
102.97,2052.276,93,117214.83300000001,87,0,55,7,12,1,21.315535424220702,2.0,413.463404469357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.83,338.44800000000004,4,8103814.455,2,1,73,7,4,1,3.29924986736891,2.0,425.45494312146104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47.3,5058.3624,23,510439.3584,210,0,20,4,4,1,50.545658768812295,2.0,262.220948423865,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3.83,1791.4679999999998,0,2368606.361,14,0,21,3,5,4,41.178803599791,4.0,365.55757923243794,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
103.2,6479.3904,2,17374263.26,223,0,70,1,12,3,36.624272178887,3.0,302.054614210873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73.4,355.6344,0,161.8057,8,0,80,3,7,2,26.995145887468098,0.0,571.646897381671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
105.7,378.2208,23,14.0781,4,1,26,2,3,1,22.694286191049798,2.0,498.333200300218,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
124.07,3669.3216,10,954.2979,567,0,21,4,6,2,29.574511022132203,1.0,366.296010339662,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44.13,261.78,0,13.1807,35,1,84,6,4,1,36.6578283579563,4.0,18.0976257517283,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40.87,187.812,15,7.8818,2,1,53,3,4,1,8.4340372982805,4.0,328.910322263792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.7,3183.18,48,20.2422,139,0,64,5,1,2,38.4779601117731,2.0,505.562532268366,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48.23,7539.06,13,1077175.15,340,1,18,4,4,1,14.2908090210936,3.0,400.452661604189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.67,5751.78,49,23427.8515,119,0,48,4,5,1,45.790045203962606,2.0,407.99986904686006,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.67,2115.1392,28,53194.5898,306,0,20,5,3,3,11.631055793572,1.0,448.66829938675204,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93.4,3991.908,18,1825127.302,174,1,29,3,2,1,15.7032711700234,3.0,76.15973455032459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
115.33,6270.888000000001,13,82667.3496,339,0,45,4,2,2,29.9865456597153,3.0,292.732440001441,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
72.9,1155.552,26,4867.9609,74,1,48,7,11,1,11.2490422398491,3.0,319.668739472443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4.3,1302.66,8,74870.207,39,0,33,3,1,1,43.386290115433795,0.0,513.828403244187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.3,96.912,0,620062.2246,1,1,55,6,7,1,36.965576480577,2.0,331.16681349874904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13.7,3216.9048,35,997233.5264,112,0,66,7,3,1,45.6759574537021,4.0,126.407560937059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
55.03,1153.6824,39,27025.8789,18,1,45,6,2,1,29.3555596149454,1.0,374.680954246464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.87,721.7568,8,230.3584,41,1,34,4,4,1,8.60838639724452,1.0,352.835278247744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
126.8,32561.34,0,54.8057,2596,1,57,8,4,3,11.152396261424501,1.0,263.344771224333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33.67,4359.48,3,22939555.07,87,0,38,8,4,2,45.836815042909095,1.0,281.161742982201,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
